game_id,proposer_name,responder_name,proposer_idx,responder_idx,offer,decision,proposer_payoff,responder_payoff,proposer_age,proposer_gender,proposer_job,responder_age,responder_gender,responder_job,proposer_FS,proposer_GR,proposer_RA,proposer_SS,proposer_ST,responder_FS,responder_GR,responder_RA,responder_SS,responder_ST,proposer_tokens,responder_tokens,total_tokens,proposer_reasoning,responder_reasoning
195,Miriam Gold,Idan Aloni,49,24,40,accept,60,40,29,Male,Translator,27,Female,Mechanical Engineer,0.78,0.26,0.47,0.68,0.6,0.48,0.42,0.63,0.31,0.79,383,393,776,"As both Idan and I are from Israel and relatively close in age and professional status, I should offer a fair split that respects equality. Israeli culture tends to value directness and fairness. Offering too little risks rejection out of principle. A 40-60 split gives me the larger share while still being reasonable enough that Idan is likely to accept, as $40 is a significant amount and rejecting would mean getting nothing.","While a 40-60 split is not perfectly equal, $40 is a substantial amount of money that I would gain. Rejecting would leave me with nothing. From a rational economic perspective, getting $40 is better than getting $0, even though Miriam is getting more. The offer, while somewhat unequal, is not so unfair as to warrant rejection and losing the guaranteed $40."
196,Miriam Gold,Talia Ben-Shahar,49,32,40,accept,60,40,29,Male,Translator,21,Female,Economics Student,0.78,0.26,0.47,0.68,0.6,0.58,0.47,0.37,0.63,0.71,421,446,867,"As a fellow Israeli, I should consider cultural expectations of fairness. Talia is an economics student, so she likely understands game theory and will recognize unfair offers. She's younger and a student (likely lower income than me as a professional translator), so she might be more sensitive to unfair splits. A 70-30 split heavily favors me but risks rejection. A 60-40 split is more balanced - it gives me the majority while offering her a substantial amount that respects her understanding of the game. This should be acceptable enough to avoid rejection while maximizing my return.","As an economics student, I need to weigh fairness against rational self-interest. The proposed split of 40-60 is somewhat unequal but not extremely unfair. While traditional game theory suggests I should accept any positive amount (since $40 is better than $0), behavioral economics shows people often reject offers below 30-40% due to fairness concerns. This offer gives me exactly 40%, which is at the boundary. However, rejecting would mean I get nothing, and $40 is a significant amount of money. From a purely rational economic perspective, accepting $40 is better than the $0 I'd get from rejecting."
197,Miriam Gold,Talia Ben-Shahar,49,32,35,accept,65,35,29,Male,Translator,21,Female,Economics Student,0.78,0.26,0.47,0.68,0.6,0.58,0.47,0.37,0.63,0.71,422,433,855,"As a fellow Israeli, I share cultural context with Talia. She's an economics student, so she likely understands game theory and knows that rational players should accept any positive offer. However, research shows people often reject offers below 30% as unfair. Given she's younger and a student (likely has less income than me as a working professional), she might be more motivated to accept. Still, being an economics student means she's informed about fairness norms. I'll offer $35 - above the typical rejection threshold but maximizing my return. This balances fairness expectations with strategic optimization.","As an economics student, I need to weigh the theoretical fairness concern against the practical outcome. While $35/$65 is not an equal split and deviates from the typical 50/50 norm, rejecting means I get $0 instead of $35. From a purely rational economic perspective, $35 is better than $0. The offer is somewhat unfair but not extremely so - it's above the typical rejection threshold of around 20-30%. Given that this is a one-shot game with real money at stake, accepting $35 is the utility-maximizing choice."
198,Miriam Gold,Talia Ben-Shahar,49,32,40,accept,60,40,29,Male,Translator,21,Female,Economics Student,0.78,0.26,0.47,0.68,0.6,0.58,0.47,0.37,0.63,0.71,425,427,852,"As a fellow Israeli, I understand cultural expectations around fairness. Talia is an economics student, so she'll likely know the game theory behind ultimatum games - that offers below 30% are often rejected. Given she's younger and a student (likely with less income than me as a translator), she might have higher expectations for fairness. To maximize my earnings while ensuring acceptance, I'll offer a fair split that's generous enough to avoid rejection. A 40% offer ($40) should be appealing to a student while giving me $60, which is better than risking $0 with a lower offer.","As an economics student, I need to weigh the theoretical fairness against practical utility. While a 40-60 split isn't perfectly equal, $40 is still significant value. Rejecting would leave me with $0 purely to punish an imperfect offer. From a rational economic perspective, $40 > $0, and the offer isn't so unfair as to warrant rejection (it's not extremely lopsided like 10-90). The proposer keeping slightly more could reflect various factors, and accepting gives me real monetary value rather than nothing."
199,Miriam Gold,Talia Ben-Shahar,49,32,35,accept,65,35,29,Male,Translator,21,Female,Economics Student,0.78,0.26,0.47,0.68,0.6,0.58,0.47,0.37,0.63,0.71,409,445,854,"As a fellow Israeli, I share cultural context with Talia. She's an economics student, so she likely understands game theory and the rational minimum acceptance threshold. However, at 21, she may also have strong fairness expectations. Economics students often know that offers below 30% are frequently rejected. To maximize my earnings while ensuring acceptance, I'll offer $35 - this is above the typical rejection threshold, shows reasonable fairness, but still gives me the majority at $65. This balances strategic optimization with cultural and social considerations.","As an economics student, I need to weigh the theoretical fairness concerns against practical outcomes. While $35/$65 is not an equal split and deviates from the typical 50/50 norm, rejecting means I get $0 instead of $35. From a purely rational economic perspective, $35 is better than $0. The offer isn't egregiously unfair (like 90/10), and given that Miriam is proposing 35% for me, it's within a range that many would consider acceptable, even if not ideal. Rejecting would be costly punishment that hurts me more than it teaches a lesson."
200,Miriam Gold,Talia Ben-Shahar,49,32,30,reject,0,0,29,Male,Translator,21,Female,Economics Student,0.78,0.26,0.47,0.68,0.6,0.58,0.47,0.37,0.63,0.71,397,499,896,"As a fellow Israeli, I share cultural context with Talia. She's an economics student, so she likely understands game theory and the rational minimum acceptance threshold. However, at 21, she may also value fairness and could reject offers perceived as unfair out of principle. A 70-30 split gives me the advantage while offering her a reasonable amount that respects her knowledge of economics without being insulting. This is better than risking a rejection with a lower offer.","As an economics student, I recognize this is a classic Ultimatum Game scenario. While $70-$30 is an unequal split, I need to consider this rationally. Accepting gives me $30, which is better than the $0 I'd get from rejecting. However, this offer takes 70% for the proposer, which is quite unfair and below typical acceptance thresholds in experimental economics (usually offers below 20-30% get rejected due to fairness considerations). At 30%, this is right at the borderline. While rejecting would punish the unfair offer, it would cost me $30. From a purely economic standpoint, $30 > $0, but the fairness violation is significant. Given that I'm an economics student who understands both rational choice and behavioral economics, I'll reject this as it's exploitative and barely above the minimum acceptable threshold."
201,Miriam Gold,Liam Johnson,49,3,35,accept,65,35,29,Male,Translator,22,Male,Student,0.78,0.26,0.47,0.68,0.6,0.42,0.67,0.31,0.18,0.46,387,388,775,"As a translator, I value fair communication and cross-cultural understanding. Liam is a young student in the USA, likely with limited income and student expenses. Research shows ultimatum game offers below 30% are often rejected as unfair. However, offers of 40-50% can seem overly generous and reduce my earnings unnecessarily. I'll offer $35, which is above the rejection threshold, shows respect for fairness, and acknowledges his student status while still securing a reasonable $65 for myself.","While a 35-65 split isn't perfectly equal, $35 is still a significant amount of money for me as a student. Rejecting would leave me with nothing, which is worse than accepting $35. The offer, though not ideal, is above the typical rejection threshold of around 20-30% in ultimatum games. Taking $35 is better than taking $0 out of spite."
202,Miriam Gold,Liam Johnson,49,3,35,accept,65,35,29,Male,Translator,22,Male,Student,0.78,0.26,0.47,0.68,0.6,0.42,0.67,0.31,0.18,0.46,400,379,779,"As a 29-year-old professional playing with a 22-year-old student, I should consider that students typically have limited income and may be more sensitive to fairness. A completely lowball offer risks rejection. However, research shows most people accept offers around 30-40% in the Ultimatum Game. Given the age and economic disparity (I'm established professionally, he's a student), offering around 35% seems reasonable - it's substantial enough to avoid seeming exploitative while maximizing my return. This balances fairness perception with profit maximization.","While a 35-65 split isn't perfectly equal, $35 is still a significant amount of money that I wouldn't have otherwise. Rejecting would leave me with nothing out of principle, but accepting gives me $35. From a rational economic standpoint, getting $35 is better than getting $0, even if the split favors Miriam."
203,Miriam Gold,Liam Johnson,49,3,35,accept,65,35,29,Male,Translator,22,Male,Student,0.78,0.26,0.47,0.68,0.6,0.42,0.67,0.31,0.18,0.46,410,388,798,"As a 29-year-old professional making an offer to a 22-year-old student, I need to balance fairness with strategic thinking. Students typically have limited income, so a reasonable offer should be attractive. However, I also want to maximize my own gain. Research on the Ultimatum Game shows that offers below 20-30% are often rejected as unfair. Given the age and economic difference, I'll offer $35, which is generous enough to likely be accepted (35% of the total) while allowing me to keep $65. This shows respect for fairness while accounting for my own financial interests.","While $35 is less than a 50-50 split, it's still a significant amount of money that I would gain. Rejecting would leave me with nothing. From a purely rational standpoint, getting $35 is better than getting $0. Although the split isn't perfectly fair, it's not so unfair that it's worth sacrificing the $35 to punish the proposer."
204,Miriam Gold,Liam Johnson,49,3,35,accept,65,35,29,Male,Translator,22,Male,Student,0.78,0.26,0.47,0.68,0.6,0.42,0.67,0.31,0.18,0.46,393,384,777,"As a 29-year-old professional playing with a 22-year-old student, I need to balance fairness with strategic thinking. Students typically have limited income, so Liam might accept a moderate offer. However, offers below 30% are frequently rejected in Ultimatum Games due to perceived unfairness. A $35 offer represents a fair compromise - it's above the rejection threshold, acknowledges his student status (giving him meaningful money), while still securing me $65. This balances generosity with self-interest.","While a 35-65 split isn't perfectly equal, $35 is still a meaningful amount of money. Rejecting would mean I get nothing instead of $35. From a rational economic perspective, getting $35 is better than getting $0, even though Miriam Gold would be getting more. The offer isn't insultingly low, and accepting guarantees me a gain."
205,Miriam Gold,Liam Johnson,49,3,40,accept,60,40,29,Male,Translator,22,Male,Student,0.78,0.26,0.47,0.68,0.6,0.42,0.67,0.31,0.18,0.46,385,381,766,"As a 29-year-old professional dealing with a 22-year-old student, I need to balance fairness with strategic thinking. Students typically have limited income, so Liam might accept a reasonable offer. However, offering too little risks rejection. A 60-40 split in my favor seems fair given my age and professional status, while still being attractive enough for a student to accept. $40 is substantial money for a student and above the typical minimum acceptance threshold of 30%.","While a 40-60 split isn't perfectly equal, $40 is a significant amount of money that provides real value to me as a student. Rejecting would leave me with nothing out of principle, but accepting gives me $40 I didn't have before. The offer, though not ideal, is reasonable enough to accept rather than both of us walking away with zero."
206,Miriam Gold,Noah Williams,49,12,40,accept,60,40,29,Male,Translator,41,Female,Data Analyst,0.78,0.26,0.47,0.68,0.6,0.49,0.32,0.72,0.3,0.88,369,392,761,"As a translator, I understand the importance of cross-cultural communication and fairness. Given that Noah is a data analyst, she likely thinks analytically about fairness and optimal outcomes. The classic game theory suggests offers below 30% are often rejected. A 40-60 split is generally well-received as it shows respect while still benefiting myself. I'll offer $40, which is fair enough to be accepted while maximizing my return at $60.","A 40-60 split gives me $40, which is a substantial amount even though it's less than half. While not perfectly equal, it's within a reasonable range of fairness. Rejecting would leave me with nothing, and $40 is significantly better than $0. The proposer keeping a larger share ($60) isn't unusual in this game, and the offer isn't so unfair as to warrant rejection."
207,Miriam Gold,Noah Williams,49,12,35,accept,65,35,29,Male,Translator,41,Female,Data Analyst,0.78,0.26,0.47,0.68,0.6,0.49,0.32,0.72,0.3,0.88,376,392,768,"As a translator, I understand the importance of fair communication and mutual benefit. Given that Noah is a data analyst, she likely thinks strategically about numbers and fairness. Research on the Ultimatum Game shows that offers below 30% are frequently rejected as unfair. To maximize my gain while ensuring acceptance, I'll offer $35 - this is above the typical rejection threshold, shows respect, and allows me to keep $65. This demonstrates goodwill while being rational about self-interest.","While the split is not equal, $35 is still a significant amount of money that I would gain. If I reject the offer out of principle, I get nothing. From a purely rational economic standpoint, $35 is better than $0. Though the 35-65 split favors Miriam, accepting still leaves me with a tangible benefit. Rejecting would be cutting off my nose to spite my face."
208,Miriam Gold,Noah Williams,49,12,35,accept,65,35,29,Male,Translator,41,Female,Data Analyst,0.78,0.26,0.47,0.68,0.6,0.49,0.32,0.72,0.3,0.88,407,392,799,"As a translator, I understand the importance of fair communication and cultural awareness. Noah is a data analyst, so she likely thinks analytically about fairness and value. A 60-40 split ($40 offer) is reasonable but might seem slightly unfair. A 50-50 split shows complete fairness but leaves no strategic advantage. I'll offer $35, which gives me $65 - this is still a meaningful amount for Noah (more than a third), and research shows most people accept offers above 30% as they prefer getting something over nothing. This balances maximizing my return while staying well above the typical rejection threshold.","While the split is somewhat unfavorable (35-65), accepting $35 is better than getting $0 if I reject. A rejection would be punitive to both of us. Though the offer isn't equal, it's above the threshold where most people reject (typically offers below 20-30% get rejected). $35 represents 35% of the total, which is a meaningful amount, even if not perfectly fair."
209,Miriam Gold,Noah Williams,49,12,40,accept,60,40,29,Male,Translator,41,Female,Data Analyst,0.78,0.26,0.47,0.68,0.6,0.49,0.32,0.72,0.3,0.88,401,386,787,"As a translator, I understand the importance of fair communication and cultural sensitivity. Given that Noah is from the USA where fairness norms in the Ultimatum Game typically expect offers around 40-50% of the total, and considering she's older and may have strong fairness expectations, I should make a reasonable offer. Offering too little (below $30) risks rejection, which would leave us both with nothing. A $40 offer represents a fair 40-60 split that respects her position while still maximizing my earnings. This is within the acceptable range based on typical Ultimatum Game behavior.","While a 60-40 split is not perfectly equal, $40 is a substantial amount of money that I would be walking away from if I reject. The offer gives me 40% of the total, which, though less than half, is still reasonable enough to accept. Rejecting would leave me with nothing out of principle, which seems counterproductive when I can gain $40 instead."
210,Miriam Gold,Noah Williams,49,12,30,accept,70,30,29,Male,Translator,41,Female,Data Analyst,0.78,0.26,0.47,0.68,0.6,0.49,0.32,0.72,0.3,0.88,397,376,773,"As a proposer in the Ultimatum Game, I need to balance maximizing my own gain with making an offer that Noah will likely accept. Research shows that offers below 20-30% are often rejected as unfair. Given that Noah is a data analyst, she likely understands game theory and fair divisions. A 30-35% offer is typically viewed as acceptable while still allowing me to keep the majority. I'll offer $30, which gives her a meaningful amount while keeping $70 for myself. This respects principles of fairness enough to avoid rejection while maximizing my return.","While a 30-70 split is not equal, $30 is still a significant amount of money that I would gain. Rejecting would leave me with nothing out of principle, but accepting guarantees me $30. From a rational economic perspective, $30 is better than $0, even though the split favors Miriam Gold considerably."
211,Miriam Gold,Ben Stein,49,22,40,accept,60,40,29,Male,Translator,52,Female,Sales Director,0.78,0.26,0.47,0.68,0.6,0.31,0.83,0.57,0.22,0.71,399,407,806,"As a translator, I understand the importance of fair communication and cultural sensitivity. Ben Stein is a 52-year-old Sales Director from the USA, likely experienced in negotiations. Offering too little risks rejection (resulting in $0 for both), but I want to maximize my share. A 60-40 split ($40 to Ben) seems reasonable - it's above the typical minimum acceptance threshold of 30%, shows respect for her position and experience, while still giving me the larger share as proposer. This balances fairness with self-interest.","While a 40-60 split isn't perfectly equal, $40 is a substantial amount of money that I would receive for simply accepting. Rejecting would mean getting nothing, which would be worse for both of us. From a practical standpoint, getting $40 is better than getting $0, even if the split feels somewhat unfair. The proposer is keeping $20 more, but that's not so egregious that it's worth punishing both of us by rejecting."
212,Miriam Gold,Ben Stein,49,22,40,accept,60,40,29,Male,Translator,52,Female,Sales Director,0.78,0.26,0.47,0.68,0.6,0.31,0.83,0.57,0.22,0.71,395,419,814,"As a translator, I understand the importance of fair communication and cultural sensitivity. Ben is a 52-year-old Sales Director from the USA, likely experienced in negotiations. Offering too little risks rejection (resulting in $0 for both), while offering too much leaves money on the table. Research suggests offers below 30% are often rejected. Given Ben's professional background in sales, she'll likely have clear expectations. I'll offer $40, which is fair and shows respect while keeping $60 for myself - a reasonable split that should be acceptable.","While a 60-40 split isn't perfectly equal, $40 is a substantial amount of money that I would be walking away from if I reject. Rejecting would leave me with nothing just to punish what might be perceived as a slightly unfair offer. From a practical standpoint, $40 is better than $0, and the difference from a 50-50 split is only $10. As a Sales Director, I understand that not every negotiation results in a perfect outcome, and taking $40 is a rational economic decision."
213,Miriam Gold,Ben Stein,49,22,40,accept,60,40,29,Male,Translator,52,Female,Sales Director,0.78,0.26,0.47,0.68,0.6,0.31,0.83,0.57,0.22,0.71,383,395,778,"As a translator, I value fair communication and mutual understanding. Ben is a Sales Director with more years of experience, likely earning a higher income. However, in the Ultimatum Game, offering too little risks rejection. A 60-40 split in my favor is reasonable - it gives me the larger share while offering Ben a respectable amount ($40) that acknowledges her position and makes rejection unlikely. This balances my goal of maximizing my earnings with the need to make an acceptable offer.","While a 40-60 split isn't perfectly equal, $40 is a significant amount of money that I would actually receive. Rejecting would leave me with nothing out of principle, but accepting gives me a guaranteed $40. From a practical standpoint, getting $40 is better than getting $0, even if the split favors Miriam. The offer isn't insultingly low - it's reasonable enough to accept."
214,Miriam Gold,Ben Stein,49,22,40,accept,60,40,29,Male,Translator,52,Female,Sales Director,0.78,0.26,0.47,0.68,0.6,0.31,0.83,0.57,0.22,0.71,382,407,789,"As a translator, I understand the importance of fair communication and cultural sensitivity. Ben is a Sales Director from the USA, likely experienced in negotiations and expecting professional respect. Offering too little risks rejection (we both get $0), but I also want to maximize my own return. A 60-40 split ($40 to Ben) is fair enough to likely be accepted while giving me the larger share as proposer. This respects her position and experience while maintaining a reasonable advantage for myself.","While a 60-40 split isn't perfectly equal, $40 is still a significant amount of money that I wouldn't otherwise have. Rejecting would leave me with nothing out of spite, which isn't rational. From a practical standpoint, accepting $40 is better than $0, even though Miriam is keeping more. The offer isn't insultingly low, and as a Sales Director, I understand that not every negotiation results in a 50-50 split."
215,Miriam Gold,Ben Stein,49,22,35,accept,65,35,29,Male,Translator,52,Female,Sales Director,0.78,0.26,0.47,0.68,0.6,0.31,0.83,0.57,0.22,0.71,394,401,795,"As a proposer in the Ultimatum Game, I need to balance maximizing my own gain while making an offer Ben will likely accept. Research shows most people reject offers below 20-30% as unfair. Given Ben is a 52-year-old Sales Director from the USA, she likely has experience in negotiations and understands fair value. I'll offer $35, which is above the typical rejection threshold (35% is considered reasonable), while keeping $65 for myself. This strikes a balance between fairness and self-interest.","As a Sales Director, I understand negotiation dynamics. While a 35/65 split isn't equal, $35 is real money versus $0 if I reject. Miriam is younger and works as a translator - possibly different income levels factor into his proposal. From a pure economic standpoint, $35 is better than nothing. Rejecting would be cutting off my nose to spite my face. This isn't generous, but it's rational to accept."
216,Miriam Gold,Emily Harris,49,28,35,accept,65,35,29,Male,Translator,23,Female,Art Student,0.78,0.26,0.47,0.68,0.6,0.81,0.23,0.25,0.71,0.42,378,383,761,"As a 29-year-old translator, I understand the importance of fair communication and cultural sensitivity. Emily is a younger art student in the USA, likely with limited income. Research shows that offers below 30% are often rejected due to fairness concerns. However, offering too much reduces my own gain. A $35 offer represents 35% of the total - this is fair enough to be accepted while still giving me $65. This balance respects her position as a student while being strategically sound.","While a 35-65 split isn't perfectly equal, $35 is a meaningful amount of money for me as an art student. Rejecting would mean I get nothing instead of $35. The offer, though not ideal, is above the typical rejection threshold in ultimatum games (usually around 20-30%). Getting $35 is better than getting $0 out of principle."
217,Miriam Gold,Emily Harris,49,28,40,accept,60,40,29,Male,Translator,23,Female,Art Student,0.78,0.26,0.47,0.68,0.6,0.81,0.23,0.25,0.71,0.42,388,380,768,"As a translator, I value fair communication and cultural understanding. Emily is a young art student in the USA, likely facing financial pressures typical of students. A 70-30 split ($30 offer) might seem too low and risk rejection. A 60-40 split ($40 offer) is more reasonable and shows respect. Given that students often have tight budgets and $40 is substantial, this offer balances my goal of maximizing my earnings ($60) while being fair enough that Emily would likely accept rather than reject and get nothing.","While a 40-60 split isn't perfectly equal, $40 is a significant amount of money that I would benefit from. Rejecting would mean I get nothing instead of $40. The offer, though not ideal, is within a reasonable range and isn't extremely unfair. From a practical standpoint, accepting $40 is better than walking away with $0."
218,Miriam Gold,Emily Harris,49,28,40,accept,60,40,29,Male,Translator,23,Female,Art Student,0.78,0.26,0.47,0.68,0.6,0.81,0.23,0.25,0.71,0.42,390,376,766,"As a translator, I value clear communication and fairness. Emily is a young art student in the USA, likely with limited financial resources. A fair offer would be around 40-50%, but I need to balance generosity with my own interests. Art students often struggle financially, so she may appreciate a reasonable offer. I'll offer $40 - it's substantial enough to seem fair and likely to be accepted, while allowing me to keep $60. This is above the minimum threshold that typically gets rejected (around 20-30%) and shows respect for her position.","While a 40-60 split isn't perfectly equal, $40 is a substantial amount of money that I would benefit from receiving. Rejecting would mean getting nothing at all, which would be worse for me financially. A 40% share, though not ideal, is within a reasonable range and accepting ensures I walk away with real money rather than nothing."
219,Miriam Gold,Emily Harris,49,28,40,accept,60,40,29,Male,Translator,23,Female,Art Student,0.78,0.26,0.47,0.68,0.6,0.81,0.23,0.25,0.71,0.42,394,369,763,"As a 29-year-old translator, I understand the importance of fair communication and cultural sensitivity. Emily is a young art student (23) in the USA, likely with limited income. Research shows ultimatum game players typically reject offers below 30% as unfair. Given she's a student with presumably tight finances, I should offer enough to be perceived as fair while maximizing my own return. A 40% offer ($40) is generous enough to almost guarantee acceptance - it's well above the rejection threshold and shows respect for her situation, while still securing $60 for myself.","While a 40-60 split isn't perfectly equal, $40 is a significant amount of money that provides real value to me as an art student. Rejecting would leave me with nothing out of spite, which doesn't make rational sense. The offer isn't insultingly low - it's reasonable enough to accept."
220,Miriam Gold,Emily Harris,49,28,35,accept,65,35,29,Male,Translator,23,Female,Art Student,0.78,0.26,0.47,0.68,0.6,0.81,0.23,0.25,0.71,0.42,386,392,778,"As a translator, I value fair communication and cross-cultural understanding. Emily is a young art student in the USA, likely with limited income. A $30-40 offer would be fair and respects her position while securing a reasonable amount for myself. Given cultural expectations in both the USA and Israel tend toward fairness, and that rejecting would leave her with nothing, I'll offer $35 - enough to be meaningful and respectful, while keeping $65 for myself. This balances generosity with self-interest and should be acceptable.","While a 35-65 split isn't perfectly equal, $35 is still a significant amount of money that I'd be walking away from if I reject. Rejecting would leave me with nothing just to punish an unfair offer. From a practical standpoint, $35 is better than $0, even though the split favors Miriam. The offer isn't so insulting that it's worth losing everything over."
221,Miriam Gold,Ava Thompson,49,89,40,accept,60,40,29,Male,Translator,26,Male,Journalist,0.78,0.26,0.47,0.68,0.6,0.8,0.28,0.46,0.72,0.58,372,382,754,"As a translator, I value fair communication and cross-cultural understanding. Given that Ava is a journalist from the USA, likely educated and aware of game theory, offering too little risks rejection. Research shows offers below 30% are often rejected. I'll offer $40 - this is generous enough to be accepted while securing $60 for myself. This balances fairness with self-interest and accounts for cultural expectations of reasonable behavior.","While a 60-40 split isn't perfectly equal, $40 is a substantial amount of money that benefits me. Rejecting would leave me with nothing out of spite, which doesn't serve my interests. The offer, though favoring Miriam, is within a reasonable range and not insultingly low. Accepting $40 is better than getting $0."
222,Miriam Gold,Ava Thompson,49,89,35,accept,65,35,29,Male,Translator,26,Male,Journalist,0.78,0.26,0.47,0.68,0.6,0.8,0.28,0.46,0.72,0.58,381,392,773,"As a translator, I understand the importance of fair communication and cultural sensitivity. Given that Ava is a journalist from the USA, they likely value fairness and transparency. Research shows that offers below 30% are frequently rejected in the Ultimatum Game. I'll offer $35, which is reasonable and likely to be accepted - it's above the typical rejection threshold while still securing a good amount ($65) for myself. This balances maximizing my earnings with the risk of rejection.","While $65/$35 is not an equal split, $35 is still a significant amount of money that I would receive for free. Rejecting would mean getting nothing instead of $35, which would be cutting off my nose to spite my face. From a purely rational economic standpoint, any positive amount is better than zero. Though the split favors Miriam Gold, accepting $35 is the pragmatic choice."
223,Miriam Gold,Ava Thompson,49,89,40,accept,60,40,29,Male,Translator,26,Male,Journalist,0.78,0.26,0.47,0.68,0.6,0.8,0.28,0.46,0.72,0.58,393,399,792,"As a translator, I understand the importance of fair communication and cross-cultural understanding. In the Ultimatum Game, offers below 30% are frequently rejected as unfair. Given that Ava is a journalist from the USA, likely familiar with game theory and fairness norms, I should offer enough to seem reasonable while maximizing my share. A 40% offer ($40) is above the typical rejection threshold, shows respect, and leaves me with a solid $60. This balances self-interest with the need to ensure acceptance.","While a 60-40 split isn't perfectly equal, $40 is a substantial amount of money that I would gain. Rejecting would leave me with nothing just to punish an imperfect offer. The split, though tilted in Miriam's favor, isn't extremely unfair - I'm still getting 40% of the total. From a practical standpoint, accepting $40 is better than getting $0 out of principle."
224,Miriam Gold,Ava Thompson,49,89,40,accept,60,40,29,Male,Translator,26,Male,Journalist,0.78,0.26,0.47,0.68,0.6,0.8,0.28,0.46,0.72,0.58,372,389,761,"As a translator, I value clear communication and fairness. Given that Ava is a journalist who likely values equity and has a platform to express views, I should make a reasonable offer. A 60-40 split gives me the larger share while offering enough ($40) that it would be irrational for Ava to reject and get nothing. This respects both strategic self-interest and the minimum threshold most people find acceptable.","While a 40-60 split isn't perfectly equal, $40 is a substantial amount of money that represents 40% of the total. Rejecting would mean I get nothing instead of $40. From a rational standpoint, getting $40 is better than getting $0, even though Miriam Gold gets more. The offer isn't insultingly low, and accepting serves my financial interest."
225,Miriam Gold,Ava Thompson,49,89,35,accept,65,35,29,Male,Translator,26,Male,Journalist,0.78,0.26,0.47,0.68,0.6,0.8,0.28,0.46,0.72,0.58,390,400,790,"As a translator, I understand the importance of fair communication and cultural sensitivity. Ava is a journalist from the USA, likely educated and aware of fairness norms. Research shows that offers below 30% are frequently rejected in Western cultures as they're seen as unfair. However, offering exactly 50% might leave money on the table. I'll offer $35, which is above the typical rejection threshold, shows respect, but still gives me a reasonable majority of $65. This balances fairness with self-interest.","While a 35-65 split isn't perfectly equal, $35 is a meaningful amount of money that I would receive for simply accepting. Rejecting would mean I get nothing instead of $35, which seems counterproductive. Though the split favors Miriam, it's not extremely unfair - I'm still getting over a third of the total. From a practical standpoint, accepting $35 is better than getting $0 out of principle."
226,Liam Johnson,Daniel Cohen,3,1,40,accept,60,40,22,Male,Student,28,Male,Software Engineer,0.42,0.67,0.31,0.18,0.46,0.63,0.41,0.53,0.37,0.72,425,389,814,"As a student with limited income, I want to maximize my share, but I need to make an offer Daniel will accept. Given he's a 28-year-old software engineer from Israel with presumably higher income, he might accept a smaller offer, but I need to be careful not to insult him. A 70-30 split ($30 offer) might work, but there's risk of rejection. A 65-35 split ($35 offer) is safer and still gives me the majority. However, considering cross-cultural factors and that rejection means we both get nothing, I'll offer $40 (60-40 split) as a reasonable compromise that respects fairness norms while still keeping the larger share.","While the split is not perfectly equal, $40 is a substantial amount of money that I would actually receive. Rejecting would mean getting nothing, which is clearly worse than getting $40. A 40-60 split, though tilted in Liam's favor, is not so unfair as to warrant rejecting and punishing both of us. From a rational perspective, $40 is better than $0."
227,Liam Johnson,Daniel Cohen,3,1,40,accept,60,40,22,Male,Student,28,Male,Software Engineer,0.42,0.67,0.31,0.18,0.46,0.63,0.41,0.53,0.37,0.72,394,388,782,"As a student with limited income, I want to maximize my share, but I need to make an offer that Daniel will likely accept. A 70-30 split ($30 offer) might seem fair given that software engineers typically earn well and I'm a student, but that could be seen as too low. Research shows most people reject offers below 30% as unfair. A $40 offer (60-40 split) is safer - it's substantial enough to avoid rejection while still giving me the majority. This respects the other player while acknowledging my role as proposer.","While the split is not equal, receiving $40 is better than receiving $0. A 40-60 split, though somewhat unfavorable, is still within a reasonable range where accepting makes economic sense. Rejecting would leave me with nothing, which is objectively worse than getting $40. The difference in our ages and situations (student vs. working professional) doesn't justify losing money over principle in this case."
228,Liam Johnson,Daniel Cohen,3,1,35,accept,65,35,22,Male,Student,28,Male,Software Engineer,0.42,0.67,0.31,0.18,0.46,0.63,0.41,0.53,0.37,0.72,379,398,777,"As a student with limited income playing against a 28-year-old software engineer who likely earns well, I need to balance fairness with self-interest. Research shows most people reject offers below 30% as unfair. Given cultural considerations and that Daniel is established professionally while I'm a student, I'll offer a moderately fair split that's likely to be accepted while still maximizing my share. An offer of $35 is above the typical rejection threshold and shows reasonable fairness without being overly generous.","While the split is not equal (I get $35 vs Liam's $65), I need to consider that accepting gives me $35 versus $0 if I reject. From a rational economic perspective, $35 is better than nothing. The offer could be seen as somewhat unfair, but rejecting would be purely punitive and leave me worse off. As a software engineer, I think logically about outcomes - $35 is a tangible gain."
